ids,batches,summaries
121422,luminos fund international non profit bringing education opportunity marginalized child seeking associate director program oversee range research evaluation project across country operation associate director program responsible ensuring project deliver outstanding result donor lesson learned contribute greater impact across programming ideal candidate position project management experience strong research skill exceptional writing ability full time position based one office addis ababa accra boston banjul london monrovia carried remotely within gmt gmt time zone international travel low resource setting required regular basis associate director program report director program luminos fund luminos fund www luminosfund org provides transformative education program thousand school child helping catch grade level reintegrate government school prepare lifelong learning working partnership community based organization luminos scaling accelerated learning program ensure child equal access joyful foundational learning especially shut education crisis poverty discrimination date luminos helped child secure second chance learn registered c non profit luminos working ethiopia ghana lebanon liberia gambia luminos supported range funding partner including cartier philanthropy dubai care legatum ubs optimus foundation luminos recognized achievement globally receiving klaus j jacob best practice prize library congress international literacy award lipman family prize wise award hundred global innovation award last six year duty responsibility associate director program hold responsibility portfolio research project encompass existing quantitative qualitative research program well new program role holder plan seek funding key responsibility project include : collaborating luminos country team plan implement project responding emerging data necessary iterating project design maximize impact collecting project data synthesizing report donor senior management board synthesizing key insight emerging lesson proposing innovation enhance impact programming across country operation addition associate director program serve thought leader research evidence within luminos entail : staying informed emerging research global education sector participating international conference present luminos latest finding developing maintaining record critical statistic evidence internal external drawing advise development colleague preparing funding application grant report capturing insight special project blog article coordination communication team analyzing reporting program performance senior leadership board director furthermore role holder responsible designing securing funding new research project contributing luminos mission vision involve : understanding intervention delivered program country collaborating implementation impact teaching learning team identify priority area research monitoring potential funding opportunity identifying high potential collaborating program development team create credible high impact funding proposal conducting research project project aimed promoting adoption utilization evidence developing project implementation plan leading cross organizational team initiating newly funded research project qualification experience required applicant must following qualification : master degree relevant topic e g development economics education etc strong quantitative research skill including proficiency data analysis least five year relevant work experience increasing level management responsibility academic non profit sector especially global south outstanding writing skill compelling public speaking style familiarity data research concerning nature extent learning crisis political economy low learning level approach factor necessary address learning crisis preferred addition following qualification would highly desirable :,"Job Information:
The job opening is for an Associate Director of Programs at Luminos Fund, an international non-profit organization focused on providing education opportunities to marginalized children. The ideal candidate will have project management experience, strong research skills, and exceptional writing ability. The main responsibilities of the position include overseeing a range of research and evaluation projects across the organization's country operations, ensuring project deliver outstanding results, and contributing to the greater impact of the organization's programming. The position is full-time and can be based in one of the organization's offices in Addis Ababa, Accra, Boston, Banjul, London, or Monrovia, or can be carried out remotely within the GMT/GMT+ time zone. International travel to low-resource settings is required on a regular basis. The Associate Director will report to the Director of Programs.

About the company and Compensation and Benefits:
Luminos Fund is an international non-profit organization that provides transformative education programs to thousands of school children. The organization works in partnership with community-based organizations to scale accelerated learning programs and ensure equal access to joyful foundational learning. Luminos Fund has received recognition and support from various funding partners, including Cartier Philanthropy, Dubai Cares, Legatum, UBS Optimus Foundation, and more. The organization has been globally recognized for its achievements and has received awards such as the Klaus J. Jacob Best Practice Prize, Library of Congress International Literacy Award, Lipman Family Prize, and Wise Award. The compensation and benefits for the Associate Director position are not specified in the job opening."
121427,looking motivated technically skilled senior frontend engineer join development team italy bee : bee beefree io business unit growens provides best class tool designing email landing page popups online beefree io embedded hundred saas application bee stand best editor ever thats original ambitious goal chosen project made lot passion united state italy bee becoming standard digital content creation starting email beautiful email fast one taglines editor used hundred thousand people every month embedded saas application impact : senior frontend engineer report back end engineering manager within bee development team collaborate development team order improve service useful proper functioning bee ecosystem core responsibility include : work maintain develop service connected bee editor participate analysis development adequate solution according product requirement roadmap focus making developed solution modular reusable scalable continuously interacting team developing core module bee work closely new web technology using javascript main language collaborate team member supporting qa activity support ticketing ii level technical documentation looking : passion new technology : love go extra mile eager tackle challenge solve problem really interested technological evolution web application open mindedness : embrace change love learn keep date value people point view proactivity : proactive independent carrying activity finding information interpersonal skill : build quality relationship everybody diplomatic capable resolving dispute responsible manner curiosity : attitude continuous updating report cv site blog update source detail english knowledge : read write speak english join company expect : full time work fast growing exciting project worldwide recognition market leader industry dynamic team geographically dispersed europe north america working scaleup mindset yearly team retreat often italy bee team retreat lake garda italy access online training resource offline event attendance conference etc competitive salary plus variable compensation array additional benefit technical requirement : excellent knowledge react redux state management cs excellent knowledge javascript e e e e e react typescript good experience designing developing maintaining web application spa good knowledge asynchronous programming pattern good knowledge frontend tool npm yarn webpack browserify babel good knowledge cs sc cs module good knowledge git experience using unit testing end end testing strong ability communicate work team environment preferred requirement : knowledge python knowledge node j basic knowledge ci cd technique tool knowledge least following data base : mysql postgresql knowledge main aws service cloudfront ec ec fargate location amp travel join italy based development team office cremona amp milano also choose work remotely depending work remotely ask flexible joining rest team cremona milano office time time person meeting workshop apply growens way working wow statement set hybrid designated way working offering different exclusive option work office home anywhere depending specific personal team need travel required yearly team retreat travel meeting time retreat typically requires week time provide ample notice plan bee part growens italy based leader marketing technology presence italy netherlands usa publicly traded italian stock exchange growens equal opportunity employer value diversity discriminate basis ethnicity gender ancestry,"Job Information:
The job opening is for a senior frontend engineer position at a company called Bee. The company is a business unit of Growens and provides tools for designing email, landing pages, and popups. The main objective of the position is to join the development team in Italy and contribute to the improvement of the Bee editor. The responsibilities include maintaining and developing the service connected to the editor, participating in analysis and development, and collaborating with team members. The preferred qualifications include excellent knowledge of React, Redux, JavaScript, and frontend tools, as well as experience in designing and maintaining web applications. The candidate should have strong communication skills and be proactive, independent, and curious.

About the company and Compensation and Benefits:
Bee is a part of Growens, a marketing technology company that is publicly traded on the Italian stock exchange. The company has a presence in Italy, the Netherlands, and the USA. The job location is in Italy, with offices in Cremona and Milano, but remote work is also possible. The company offers competitive salary and variable compensation, along with additional benefits such as access to online training resources, attendance at conferences, and a yearly team retreat in Italy. The company values diversity and is an equal opportunity employer."
121428,full time remote first hybrid k k reach industry believe scientist solving world pressing challenge combating climate change developing vaccine new treatment disease yet tool still poor ai powered software platform lumi automates operational data capture insight process lab augmenting scientist focus creative aspect work lumi versatile applied across wide range life science industry including biotech pharma hiring rockstar passion science making better startup early team strong background various frontier technology deep love making science better weve already shipped first version lumi platform weve received excellent feedback early customer ambitious plan lumi ahead looking embedded system engineer join core team ensuring development integration effective embedded solution enabling seamless interaction software platform edge hardware system role brief : embedded system engineer expertise play instrumental role development integration wi fi enabled linux based smart camera system involved driver level development application development ensuring seamless integration camera sensor technology embedded linux system unique role merges hardware software related task forefront cutting edge ai system development direct impact future scientific advancement impact : design develop optimise linux device driver firmware smart camera system develop maintain robust efficient scalable application embedded linux platform integrate camera functionality sensor data collaborate cross functional team understand system requirement implement reliable solution conduct debugging troubleshooting improve system performance resolve issue test performance reliability system ensuring meet necessary standard specification possible contribute specification design hardware system stay updated latest technology trend embedded system camera experience : minimum four year experience embedded system engineering similar role proficiency one following c c python golang java embedded linux system experience developing linux device driver kernel module experience networking experience embedded security experience working camera sensor system familiarity hardware design specification would plus strong analytical problem solving skill understanding webrtc understanding messaging streaming technology perk : k k salary depending applicant experience skill level workplace pension day holiday bank holiday company break end year stock option scheme important u feel sense ownership business also benefit grow succeed part dynamic collaborative social hard working start building technology positive impact world flexible work schedule start budget conference training course material modern equipment work choose technology set founded reach industry build tool give scientist superpower embedded system engineer want join mission please get touch little reach industry thrive different encourage support celebrate diversity workplace aspect life proud equal opportunity employer strives ensure balanced measured approach aspect employment decision hire promote discipline discharge based individual competence performance merit business need post covid world increase productivity efficiency product offer forefront humanity greatest challenge become even important join u building company want best place youve ever worked fun environment positively influence culture freedom confidence best work respect trust colleague company headquartered bristol uk work via remote first hybrid model mean must able visit office least week needed polite recruiter note : currently wish work external recruiter agency please contact u stage jeopardise opportunity working together future,"Job Information:

Job Title: Embedded System Engineer
Job Objective: The objective of the position is to play an instrumental role in the development and integration of a Wi-Fi enabled Linux-based smart camera system. The engineer will be involved in driver-level development, application development, and ensuring seamless integration of camera functionality and sensor data. The role requires expertise in embedded system engineering and experience with Linux device drivers, networking, and embedded security. Strong analytical and problem-solving skills are essential.

Responsibilities/Key Duties:
- Design, develop, and optimize Linux device drivers and firmware for the smart camera system
- Develop and maintain robust and efficient applications on the embedded Linux platform
- Integrate camera functionality and sensor data into the software platform
- Collaborate with cross-functional teams to understand system requirements and implement reliable solutions
- Conduct debugging and troubleshooting to improve system performance and resolve issues
- Test performance and reliability of the system to ensure it meets necessary standards and specifications
- Contribute to the specification and design of the hardware system
- Stay updated on the latest technology trends in embedded systems and camera technology

Qualifications/Requirements:
- Minimum four years of experience in embedded system engineering or a similar role
- Proficiency in C/C++, Python, Golang, or Java
- Experience with embedded Linux systems and developing Linux device drivers and kernel modules
- Networking experience and familiarity with embedded security
- Experience working with camera sensor systems and hardware design specifications would be a plus
- Strong analytical and problem-solving skills
- Understanding of WebRTC and messaging/streaming technology

Preferred Skills/Experience:
- Knowledge of hardware design specification
- Understanding of Webrtc and messaging/streaming technology

About the Company and Compensation and Benefits:

The company is a startup"
121616,solicit community manag sol mam s escolar : licenciatur pasant marketing public cienci comunicaci n af n experient : m s puest similar conoc : manej red social an lisis medici n m tric plataform digital driv fotogr fic excelent ortograf habil : trabaj equip actitud : toler proactiv din mic emp tic inici adapt cambi funcion especif : gener conten plataform asign contest creativ form personaliz comentari gener report present equip import cit presencial client vec mes import favor sol postul si cubr perfil tip puest : tiemp complet salari : mes horari : lun viern prestacion : opci n contrat indefin educaci n : licenciatur termin deseabl experient : estrategi red social : nbsp deseabl lug trabaj : remot,"Job Information:
Job Title: Community Manager
Job Objective: To manage and engage with the online community and promote the company's brand.
Responsibilities/Key Duties: Creating and managing social media content, analyzing metrics, and driving digital platforms. Taking photographs, ensuring excellent spelling and grammar, working in a team, and having a proactive and dynamic attitude. Adapting to changes and generating personalized comments. Generating reports and presenting them to the team. Interacting with clients and addressing their needs.
Qualifications/Requirements: Bachelor's degree in Marketing, Public Relations, Communication, or related field. Experience in managing social media platforms and analyzing metrics. Proficiency in digital platforms and photography. Excellent spelling and grammar skills. Ability to work in a team and have a proactive attitude. Tolerance, empathy, and adaptability to change.
Preferred Skills/Experience: Experience in social media strategy.
Function Specifics: Content generation for platforms, assignment of tasks, and personalization of comments.
Salary: Monthly salary, full-time position.
Working Hours: Monday to Friday.
Company Name: Not mentioned.
Location: Remote work.
Compensation and Benefits: Not mentioned."
121617,soc analyst t requisit : escolar : lic ing carrer af n tecnolog as informaci n experient : men experient rol simil soc conoc : sistem oper ejempl windows serv cent linux red cortafueg conoc pr ctic elastic stack elasticsearch kiban log management siem ejempl splunk qrad arcsight programaci n scripting python powershell preferent antivirus empresarial ids captur complet paquet an lisis amenaz host red proced supervisi n amenaz implement herramient monitorizaci n ms defend ms sentinel tip puest : tiemp complet salari : mes horari : lun viern prestacion : segur gast m dic segur gast m dic mayor segur vid lug trabaj : remot,"Job Information:
- Job Title: SOC Analyst
- Job Objective: The objective of the position is to analyze and respond to security incidents and threats in the company's network.
- Responsibilities/Key Duties: The responsibilities include monitoring and analyzing network traffic, investigating security incidents, implementing security measures, and conducting threat analysis.
- Qualifications/Requirements: The required qualifications include a degree in Information Technology or a related field, experience in system administration, knowledge of operating systems such as Windows and Linux, familiarity with Elastic Stack and SIEM tools like Splunk and ArcSight, and programming/scripting skills in Python and PowerShell. Experience with enterprise antivirus and IDS is preferred.
- Preferred Skills/Experience: The preferred skills/experience include knowledge of log management, threat analysis, and monitoring tools like MS Defender and Sentinel.

About the company and Compensation and Benefits:
- Company Name: Not mentioned
- Location: Not mentioned
- Culture/Values/Mission: Not mentioned
- Compensation: Salary per month
- Benefits: Medical expenses coverage, life insurance
- Work Schedule: Monday to Friday
- Work Location: Remote"
121618,mirai advisory firm global dedic ofrec solucion tecnol gic dat equip riesg financier regulaci n alm asset amp liability management principal banc fintechs global model destac especializaci n capac integral end to end orientaci n resolv problem mental crecimient busc manag funcional proactiv creativ lider proyect comp client m xic unid brasil colabor desarroll nuev oportun merc manag funcional cu requer licenciatur ingeni stic contabil finanz actu experient trabaj consultor client financier experient trabaj posici n supervisor manag experient trabaj proyect tecnolog oper banc espec fic riesg financier alm asset and liability management regulaci n bancari financ experient liderazg gesti n desarroll equip experient gesti n proyect multidisciplinar afront nuev ret context inciert capac establec relacion colabor larg plaz nivel ingl s avanz c deseabl maestr disciplin cuantit finanz certificaci n frm cfa pmp experient trabaj proyect relacion tecnolog as big dat cloud experient proyect relacion foreign exchang relacion potencial client sector financier cu ser n respons lider proyect transformaci n tecnol gic dat banc fintechs l der m xic unid brasil asegur calid proyect rentabil mism desarroll negoci client serv aprovech recurs dispon comp contribu crecimient equip mirai regi n crecimient profesional equip actual estrech colaboraci n departament person comp apoy equip senior comp exploraci n desarroll nuev oportun negoci merc mencion merc adyacent colabor equip senior definici n ejecuci n agend transformaci n comp zon trabaj : m xic remot reunion presencial puntual relacion proyect activ desarroll negoci mirai empres ofrec iguald oportun acept solicitud segment socied discrimin motiv raz religi n creenci orig tnic nacional discapac edad ciudad civil orientaci n sexual ident g ner ning n motiv proteg legislaci n actual,"Job Information:
- Job Title: Manager, Functional Project
- Job Objective: To provide comprehensive end-to-end solutions for financial risk management and regulatory compliance in the banking and fintech sectors.
- Responsibilities/Key Duties: Supervise and manage functional projects related to financial risk, asset and liability management, and regulatory compliance. Lead and develop a team of consultants to resolve complex problems and drive growth. Collaborate with clients in Mexico and Brazil to identify and develop new business opportunities.
- Qualifications/Requirements: Bachelor's degree in finance, accounting, or a related field. Experience working as a consultant in the financial industry, specifically in a supervisory or managerial position. Strong project management and leadership skills. Proficiency in English, with advanced level preferred. Master's degree in a quantitative finance discipline and certifications such as FRM, CFA, or PMP are desirable.
- Preferred Skills/Experience: Experience working on projects related to technology, big data, cloud, and foreign exchange. Strong potential client network in the financial sector.

About the company and Compensation and Benefits:
- Company: Mirai Advisory Firm
- Location: Mexico and Brazil
- Culture, Values, and Mission: Mirai is a leading technology and financial advisory firm with a focus on providing high-quality and profitable solutions. The company values long-term collaboration and has a strong commitment to diversity and equal opportunities.
- Compensation and Benefits: The company offers competitive compensation and benefits packages. There are opportunities for professional growth and close collaboration with senior team members. The company encourages exploration and development of new business opportunities."
121619,description experienced product manager passion driving innovation delivering exceptional result youre seeking challenging opportunity lead shape digital product perfect role currently looking senior product manager join dynamic team epam liaison team client business product management organization play pivotal role fostering productive relationship delivering outstanding solution join u part innovative collaborative environment skill expertise make significant impact candidate fluent english encouraged apply let create brighter digital future together epam leading global provider digital platform engineering development service committed positive impact customer employee community embrace dynamic inclusive culture collaborate multi national team contribute myriad innovative project deliver creative cutting edge solution opportunity continuously learn grow matter located join dedicated creative diverse community help discover fullest potential responsibility liaison epam team client business product management organization fostering productive collaborative relationship establish effective collaboration different role practice inside epam including account management delivery management design business consulting organization identify track realize business value opportunity client align product vision company strategy business objective working closely client leadership team develop manage maintain long term product roadmap outline future release initiative capability translate business capability target product feature recommend document requirement product capability supported market research regular interaction client customer manage product milestone effectively communicate relevant stakeholder facilitate guide discussion various product stakeholder promoting understanding product capability responsibility expected outcome value priority drive team alignment buy overarching product vision conduct product demo workshop showcase feature capability stakeholder user ass competitive product trend inform product decision positioning establish metric measure effectiveness success product release coach mentor junior product manager setting positive example team collaboration problem solving product centric thinking requirement year experience product manager software industry demonstrated experience digital product management experience consulting service solution industry plus strategic thinker ability formulate comprehensive product strategy understanding market trend competitive landscape product space focused understanding delighting customer end user expertise least one business domain demonstrated desire readiness learn navigate new business domain fast proven ability influence without authority ability advocate best course action face objection always keeping user mind capacity influence decision making across wide variety role level organization proven track record successfully launching product key product functionality market strong understanding product management team structured deliver value proven experience building leading successful product management organization strong plus previous experience demonstrated success working multiple agile product development team depth understanding common agile software development framework scrum kanban le safe etc understanding application lean principle rapid build measure learn cycle clear comprehension creates value excellent interpersonal communication presentation skill strong stakeholder management ability strong knowledge product kpis ability derive insight data translate business requirement proficiency using product management software tool experience mentoring junior product manager team member considered plus technology scrum kanban le safe offer career plan real growth opportunity unlimited access linkedin learning solution international mobility plan within country constant training mentoring online corporate course elearning english class certified teacher support employee initiative algorithm club toastmaster agile club enjoyable working environment gaming room napping area amenity event sport team flexible work schedule dress,"Job Information:

Title: Senior Product Manager
Objective: Lead and shape digital product, foster productive relationship with clients, and deliver outstanding solutions.
Responsibilities: Liaise with clients and internal teams, develop and manage product roadmap, conduct market research, communicate with stakeholders, drive team alignment, mentor junior product managers, advocate for user-centric decisions.
Qualifications: Minimum 1 year of experience as a product manager in the software industry, experience in digital product management, strategic thinking, ability to influence without authority, strong understanding of agile frameworks, proficiency in product management software tools.

About the company and Compensation and Benefits:

Company: EPAM
Location: Not specified
Culture: Innovative, collaborative, and inclusive
Compensation: Not specified
Benefits: Unlimited access to LinkedIn Learning, international mobility plan, constant training and mentoring, flexible work schedule, enjoyable working environment with gaming room and napping area."
121620,dental assistant please apply position desire work remotely united state canadien uk based company looking english speaking mexico based dental assistant work various role across north america europe tele help mexico amp la vega based business process organization bpo focus providing skilled staff partner united state europe founder recognized unmet need remote spanish speaking employee u underutilized parallelism mexico u leveraging understanding u standard time zone similarity work ethic tele help delivers people skill u company require role : virtual dental assistant responsibility : sign practice software via log send bulk text message hygiene appointment call recall list patient existing patient schedule scheduling call list new patient lead hygiene appointment answering hour call weekend required skill : speaking writing english dental assistant related dentist filed dental experience preferred microsoft experience english speaking writing test sent application requirement : advanced english computer webcam mic strong wifi job type : full time pay : per month experience : dental assistant : year required language : advance english required license certification : english resume required work location : remote,"Job Information:
- Job Title: Dental Assistant
- Job Objective: To work remotely as a dental assistant for a US, Canadian, or UK-based company. The position involves various roles across North America and Europe, with a focus on providing skilled staff for dental practices.
- Responsibilities/Key Duties: Signing practice software, sending bulk text messages for hygiene appointments, calling and scheduling patients, answering calls, and maintaining a call list. Weekend availability is required.
- Qualifications/Requirements: Fluent in English, with dental assistant experience preferred. Proficiency in Microsoft software is desired. Advanced English language skills and a computer with webcam, microphone, and strong wifi are required.

About the Company and Compensation and Benefits:
- Company: The company is a Mexico-based business process organization (BPO) that partners with dental practices in the US and Europe. They recognized the need for remote Spanish-speaking employees and leverage their understanding of the time zone similarity and work ethic to deliver skilled staff.
- Compensation: The job is full-time and pays per month. The specific salary is not mentioned in the job opening."
121621,ntt data inc currently seek help desk associate part time requirement : live one following city mexican citizen cdmx monterrey saltillo torreon canc n ciudad juarez chihuahua tijuana san luis potosi mexicali hermosillo morelia obregon veracruz coatzacualcos guasave ensenada campeche aguascalientes quer taro guanajuato puebla position available home office guadalajara would work site finished high school copy official certificate completion requested comprobante de estudios con sello oficial de la sep availability work hour per week : : central time two day per week day also rotational may consecutive advanced english good pronunciation looking work environment tech skill needed month experience customer service tech support offer : competitive salary grocery ticket base salary day christmas bonus day vacation vacation bonus personal day per year medical insurance family life insurance opportunity grow company activity general l support hardware m office package advance technical support house application development answer technical support call providing escalating support group provide support based email generated request report document troubleshooting step detailed description customer incident request applies diagnostic technique identify problem investigate cause recommend solution correct failure job type : part timepart time hour : per week salary : per month application question : advanced level english good pronunciation experience tech support level live one city cdmx monterrey saltillo torreon canc n ciudad juarez chihuahua tijuana san luis potosi mexicali hermosillo morelia obregon veracruz coatzacualcos guasave ensenada campeche aguascalientes quer taro guanajuato puebla available work schedule listed job posting take account day may weekend official high school certification completion certificado de preparatoria terminada con sello oficial de la sep work location : remote,"Job Information:
The job opening is for a Help Desk Associate position at NTT Data Inc. The position is part-time and requires the candidate to live in one of the following cities: CDMX, Monterrey, Saltillo, Torreon, Cancun, Ciudad Juarez, Chihuahua, Tijuana, San Luis Potosi, Mexicali, Hermosillo, Morelia, Obregon, Veracruz, Coatzacualcos, Guasave, Ensenada, Campeche, Aguascalientes, Queretaro, Guanajuato, or Puebla. The candidate should have completed high school and provide an official certificate of completion. The work hours are 2 days per week, with rotational shifts and availability during Central Time. Advanced English skills with good pronunciation are required, along with at least 1 month of experience in customer service or tech support. The company offers a competitive salary, grocery ticket, Christmas bonus, vacation days, medical insurance, and opportunities for growth.

About the company and Compensation and Benefits:
The hiring company is NTT Data Inc. The job location is remote, allowing for a work-from-home setup. The company provides a supportive and tech-savvy work environment. The compensation package includes a competitive salary, grocery ticket, Christmas bonus, vacation bonus, personal days, medical insurance for the employee and their family, and life insurance. There are opportunities for growth within the company."
121624,unet unuestr equip busc talent experient consultor plan negoci asesor empres emprendedor red client ventur nivel nacional elaboraci n plan negoci van aterriz ide conceptual proces estrategi comercial model financier ventur prov herramient capacitaci n intern fin capacit line mayor part respnsabil aut aprendisaj herramient plan negoci ventur trat profsional cordial client dar seguimient proces generaci n documentaci n pol tic intern habil experient experient ecosistem emprendedor are desarroll negoci peferent desarroll plan negoci conoc vari siguient reas : model negoci canv talent human team building marketing comercial client oper proces model financier emprendedur tip puest : tiemp complet medi tiemp tempor salari : hor horari : turn hor lug trabaj : remot,"Job Information:
- Job Title: Experienced Business Consultant
- Job Objective: To provide consulting services and advice to entrepreneurs and businesses in developing and implementing business plans and strategies.
- Responsibilities/Key Duties: Elaborating business plans, conceptualizing and strategizing commercial processes, developing financial models, providing training and support to internal teams, generating documentation, and maintaining professional and cordial client relationships.
- Qualifications/Requirements: Strong experience in the entrepreneurial ecosystem, ability to develop business plans, knowledge in various areas such as human talent, team building, marketing, sales, operations, and financial modeling.
- Preferred Skills/Experience: Previous experience in business development and consulting, proficiency in the entrepreneurial ecosystem, and a strong ability to learn and adapt.

About the company and Compensation and Benefits:
- Company: Unet Unuestr Equip
- Location: National level
- Culture and Values: Not mentioned
- Compensation: Full-time, part-time, or temporary position with salary to be determined.
- Benefits: Remote work option."
121625,part telef nic m s nuev m xic : nuxib telecom int grat equip : ejecut vent telefon ip enlac dat ste emple ideal si : experient telefon agres comercial mast prospecci n persuas negoci perfil escolar : pasant titul lic administraci n mercadotecni inform tic telecomun carrer t cnic experient : experient vent telefon indispens experient vent telefon sip indispens conoc enlac voz dat indispens conoc troncal funcion respons prospecci n vent fri present ejecut propuest comercial seguimient client desarroll estrategi plan acci n cad vent cierr vent apoy seguimient canal distribuci n competent actitud servici client trabaj objet negociaci n aut organiz proactiv trabaj equip persuas ofrec sueld bas net mensual bas experient prestacion ley superior d as adici nal aguinald val despens comision cumplimient vent estabil laboral plan capacitaci n desarroll excelent ambient laboral horari labor : lun viern : : hrs interes cubr perfil favor envi cv actualiz corre mencion part superior escriben mayor inform tip puest : tiemp complet tiemp indetermin salari : mes horari : turn hor prestacion : tel fon empres trabaj cas val despens lug trabaj : remot,"Job Information:
Job Title: Ejecutivo de Ventas Telefónicas IP
Job Objective: Realizar ventas de equipos de telecomunicaciones integrados en la región de Nuevo México.
Responsibilities/Key Duties: Prospección y persuasión de clientes, negociación y cierre de ventas, desarrollo de estrategias y planes de acción, seguimiento a clientes y canal de distribución.
Qualifications/Requirements: Experiencia en ventas telefónicas, conocimiento en enlaces de voz y datos, conocimiento en troncales, habilidades de prospección y negociación, capacidad de trabajo en equipo y actitud de servicio al cliente.
Preferred Skills/Experience: Experiencia en ventas telefónicas SIP, conocimiento en enlaces de voz y datos, conocimiento en troncales.

About the company and Compensation and Benefits:
Company: Nuxib Telecom
Location: Nuevo México
Compensation: Sueldo base mensual, prestaciones de ley, días adicionales de aguinaldo, vales de despensa, comisiones por cumplimiento de ventas, estabilidad laboral, plan de capacitación y desarrollo, excelente ambiente laboral.
Additional Perks: Trabajo remoto, horario de lunes a viernes, prestaciones telefónicas y de internet."
121630,mexico remote job id r category project leadership role thank interest parexel happy connect li remote,"Job Information:
The job opening is for a remote project leadership role at Parexel. The specific position being advertised is not mentioned in the job opening. The job objective is not provided. The responsibilities/key duties of the position are not mentioned. The qualifications/requirements for the position are not mentioned. The preferred skills/experience for the position are not mentioned.

About the company and Compensation and Benefits:
The hiring company is Parexel. The location of the job is remote in Mexico. No information about the company culture, values, or mission is provided. No information about the compensation and benefits associated with the job is provided."
121631,solicit community manag sol mam s escolar : licenciatur pasant marketing public cienci comunicaci n af n experient : m s puest similar conoc : manej red social an lisis medici n m tric plataform digital driv fotogr fic excelent ortograf habil : trabaj equip actitud : toler proactiv din mic emp tic inici adapt cambi funcion especif : gener conten plataform asign contest creativ form personaliz comentari gener report present equip import cit presencial client vec mes import favor sol postul si cubr perfil tip puest : tiemp complet salari : mes horari : lun viern prestacion : opci n contrat indefin educaci n : licenciatur termin deseabl experient : estrategi red social : nbsp deseabl lug trabaj : remot,"Job Information:
Job Title: Community Manager
Job Objective: To manage and engage with the online community and promote the company's brand.
Responsibilities/Key Duties: Creating and managing social media content, analyzing metrics, and driving digital platforms. Excellent spelling and grammar skills are required. Working in a team with a proactive and dynamic attitude. Adapting to changes and generating personalized comments. Presenting reports to the team and attending client meetings.
Qualifications/Requirements: Bachelor's degree in Marketing, Communication, or related field. Experience in managing social media platforms and analyzing metrics. Proficiency in digital platforms and photography. Strong teamwork and communication skills. Ability to adapt to changes.
Preferred Skills/Experience: Experience in social media strategy is desirable.

About the company and Compensation and Benefits:
Company Name: Not mentioned
Location: Remote
Culture/Values/Mission: Not mentioned
Compensation: Monthly salary
Benefits: Full-time position with the option for indefinite contract."
121632,soc analyst t requisit : escolar : lic ing carrer af n tecnolog as informaci n experient : men experient rol simil soc conoc : sistem oper ejempl windows serv cent linux red cortafueg conoc pr ctic elastic stack elasticsearch kiban log management siem ejempl splunk qrad arcsight programaci n scripting python powershell preferent antivirus empresarial ids captur complet paquet an lisis amenaz host red proced supervisi n amenaz implement herramient monitorizaci n ms defend ms sentinel tip puest : tiemp complet salari : mes horari : lun viern prestacion : segur gast m dic segur gast m dic mayor segur vid lug trabaj : remot,"Job Information:
- Job Title: SOC Analyst
- Job Objective: The objective of the position is to analyze and respond to security incidents and threats in the company's network.
- Responsibilities/Key Duties: The responsibilities include monitoring and analyzing network traffic, investigating security incidents, implementing security measures, and conducting threat analysis.
- Qualifications/Requirements: The required qualifications include a degree in Information Technology or a related field, experience in system administration, knowledge of operating systems such as Windows and Linux, familiarity with Elastic Stack and SIEM tools like Splunk and ArcSight, and programming/scripting skills in Python and PowerShell. Experience with enterprise antivirus and IDS is preferred.
- Preferred Skills/Experience: The preferred skills/experience include knowledge of log management, threat analysis, and monitoring tools like MS Defender and Sentinel.

About the company and Compensation and Benefits:
- Company Name: Not mentioned
- Location: Not mentioned
- Culture/Values/Mission: Not mentioned
- Compensation: Salary per month
- Benefits: Medical expenses coverage, life insurance
- Work Schedule: Monday to Friday
- Work Location: Remote"
