ids,batches,summaries
121417,CENSUS is an internationally acclaimed Cybersecurity services provider. We support the needs of multiple industries providing IT and OT security assessment services to public and private organizations around the world including international financial institutions and Fortune 500 companies. Powered by cutting edge research scientific analysis and real-world engineering CENSUS delivers unparalleled security assessment services for software devices infrastructure and organizations. Learn more about CENSUS at census-labs.com. CENSUS is seeking a talented Application Security Engineer to join our Athens team. You will have the opportunity to work in a variety of security assessment projects for software developed for different platforms including web applications desktop applications and mobile apps. The projects will entail code auditing and application security testing as well as threat modeling and security consulting. Requirements  Minimum 3-5 years of previous work experience in software security assessment projects (or holder of an IT Security postgraduate diploma or related certification) Ability to lead Security Assessments and liaise successfully with clients across all phases of a project Web Application Security Testing skills Code Auditing skills for the following programming languages: Java &amp; C/C++ Good software security assessment skills (vulnerability identification documentation impact analysis and presentation) Good understanding of cryptographic primitives Basic understanding of systems-level concepts Basic reverse engineering skills Ability to travel when required Fluency in English both written and oral Excellent communication skills    CENSUS provides: A collaborative work environment: you will be working among exceptional engineers highly experienced in the field of Cybersecurity that value teamwork and knowledge sharing. An efficient work environment: you will be provided with access to the necessary technology training and resources in order to achieve your goals. CENSUS delivery processes will make sure that the output of your work is of high quality and presented in the best possible manner. An environment for personal development: instead of sticking to a project or a role we purposefully make sure that you gain experience by working on different projects and grow by practicing different roles. A creative work environment: our engineers propose solutions to some of the most challenging technological problems contribute to many of the companys processes and tools and perform leading IT Security Research with results published on major conferences and publications. An enjoyable work environment: beyond the competitive salary and benefits we maintain a friendly and enjoyable work environment for everyone covering work at the office remote work and onsite work at the customers premises. CENSUS is an equal opportunity employer. The Company does not discriminate on the basis of race color creed pregnancy religion gender national origin age disability marital or any other legally protected status. The Company also makes reasonable accommodations for disabled employees. Finally the Company prohibits,"Job Information:
- Job Title: Application Security Engineer
- Job Objective: To work on security assessment projects for software developed for different platforms, including web applications, desktop applications, and mobile apps. Responsibilities include code auditing, application security testing, threat modeling, and security consulting.
- Qualifications/Requirements: Minimum 3-5 years of previous work experience in software security assessment projects or holder of an IT Security postgraduate diploma or related certification. Skills required include web application security testing, code auditing (Java & C/C++), software security assessment, understanding of cryptographic primitives, basic systems-level concepts, and basic reverse engineering skills. Fluency in English and excellent communication skills are also required.

About the company and Compensation and Benefits:
- Company Name: CENSUS
- Location: Athens
- Company Description: Internationally acclaimed cybersecurity services provider, supporting multiple industries and providing IT and OT security assessment services to public and private organizations worldwide, including international financial institutions and Fortune 500 companies. Powered by cutting-edge research, scientific analysis, and real-world engineering.
- Compensation and Benefits: Competitive salary and benefits, collaborative work environment, access to necessary technology, training and resources, personal development opportunities, creative work environment, enjoyable work environment, equal opportunity employer, and reasonable accommodations for disabled employees."
121419,Location: Australia; remote Hourly Rate: AUD 28 per hour (as a self-employed contractor you will be responsible for your own tax) Contract: 6 month contract with potential to extend 15 hours per week Line Manager: Elke Buhrich Recruiter: Frazer Morton As a Content Writer for English you will be helping to create resources specifically designed to align with the Australia Curriculum for English. You will have experience teaching in Australia across the primary years with a passion and in-depth knowledge of the English curriculum. You will write and develop creative innovative resources working closely with other team members such as Content Editors Illustrators and Designers. This role does not require you to work from the Twinkl office although you must be available for face-to-face meetings over webcam. The hours can be worked whenever suits you as long as the hours are completed within each week. If you are working from home you will need to provide your own device to work on and a reliable high-speed internet connection. We are looking for working teachers (part-time or casual relief) who can do this around their teaching. Ongoing projects/how you’ll spend your day:  Ideate develop and create innovative new resources in English for students aligned to the Australian Curriculum;   Work and communicate with other team members in a scrum team to achieve sprint goals.  In this role you will learn:  The ins and outs of being a Content Writer at Twinkl; How to respond to customer requests and feedback; The production process required for creative new and innovative resources;   How a production team works together across different markets and countries.  You’ll work with:  Other Australia team members – the team will consist of Content Writers Content Editors Designers and Illustrators in Australia and the UK; Della King (Product Owner) - Della leads the English and Integrated Units team from a product perspective; pushing the product forward staying innovative and listening to what Australian customers are wanting.  Requirements To succeed in the role you will:  Be passionate about and have a genuine interest for teaching English; Have enthusiasm for creating exciting and engaging new resource content aligned to the Australian Curriculum; Have knowledge and experience in teaching of the Australian Curriculum in F-6; Have fresh ideas and a good insight into what Australian teachers want and need and how to execute this Be able to work collaboratively with Content Editors and other production team members and be open to receiving constant feedback throughout the different production stages; Be committed to representing diversity through the work you produce and have a good understanding of associated issues;,"Job Information:
Title: Content Writer for English
Objective: Create resources aligned with the Australian Curriculum for English
Responsibilities: 
- Ideate, develop, and create innovative resources in English for students
- Work and communicate with team members to achieve sprint goals
Qualifications/Requirements:
- Experience teaching in Australia across the primary years
- Passion and in-depth knowledge of the English curriculum
- Knowledge and experience in teaching the Australian Curriculum in F-6
- Ability to work collaboratively and receive constant feedback
Preferred Skills/Experience:
- Fresh ideas and insight into what Australian teachers want and need
- Commitment to representing diversity in work produced

About the company and Compensation and Benefits:
- Company name: Twinkl
- Location: Australia (remote work)
- Culture and values: Not specified
- Compensation: AUD 28 per hour (as a self-employed contractor responsible for own tax)
- Contract: 6-month contract with potential to extend
- Additional perks: Not specified"
121421, About constellr    A career at constellr is for those who are seeking the extraordinary. We are operating in the new space and agri-tech sectors combining engineering Earth Observation and agronomy to address one of the biggest challenges of our time: how to ensure global food security. We are a fast-growing team of highly motivated engineers scientists and business professionals with a shared vision to rebase decision making in tomorrow’s smart farming industry.   constellr has offices in the European capital Brussels situated between the attractive Etterbeek and Watermael districts and in beautiful Freiburg in southwest Germany bordering the Black Forest and near France and Switzerland.    About the team   You will be part of our finance team reporting into our CFO working closely alongside our Finance &amp; Planning Manager and two other members within this team.   Location – Our current team are all based in Germany this role is very flexible with remote working with team &amp; wider company meets up – we have hubs in Munich Freiburg &amp; Berlin therefore it’s a great bonus if you are commutable from these cities.    The role We’re looking for a passionate and confident accountant to join our finance team. You will play a pivotal and important role by ensuring accurate accounting and reporting that will enable our company to drive forward during this exciting time of growth.    As our Financial Accountant you will be responsible for:    Ensuring timely accurate month-end closing and financial reporting to Management Responsible for preparation and closing of monthly and annual financial statements Responsible for accounting processes and tasks (i.e.: AP &amp; AR process GL asset accounting account reconciliation etc.) Coordinating and liaising with internal parties to support intercompany activities Supporting forecasting and budgeting exercise as per corporate guidelines       Coordinating and liaising with external parties like external auditors tax agents corporate secretarial agents local tax and government authorities where required Performing monthly USt Voranmeldungen Actively supporting the creation of accounting new processes and system implementation when required       About you     Accounting/Business/Economics degree. Proven experience in industrial or software companies or audit firms at a mid-level. Good working knowledge of HGB and IFRS with a particular emphasis of asset and R&amp;D accounting. Well-versed in MS Office especially MS Excel PowerPoint and Word. A self-starter who can plan organise and take initiative to meet job objectives and deadlines independently. A can-do attitude driven and passionate about work. Strong verbal and written communication skills. Fluent in English and German (B2 level minimum)   ,"Job Information:
- Job Title: Financial Accountant
- Job Objective: Ensure accurate accounting and reporting for the company's growth
- Responsibilities/Key Duties:
  - Timely and accurate month-end closing and financial reporting
  - Preparation and closing of monthly and annual financial statements
  - Handling accounting processes and tasks (AP & AR process, GL asset accounting, account reconciliation, etc.)
  - Coordinating with internal and external parties for intercompany activities, audits, tax matters, etc.
  - Supporting forecasting and budgeting exercises
  - Actively supporting the creation of accounting processes and system implementation
- Qualifications/Requirements:
  - Accounting/Business/Economics degree
  - Experience in industrial or software companies or audit firms at a mid-level
  - Good working knowledge of HGB and IFRS, with emphasis on asset and R&D accounting
  - Proficiency in MS Office, especially Excel, PowerPoint, and Word
  - Self-starter with strong organizational and initiative-taking abilities
  - Driven and passionate about work
  - Strong verbal and written communication skills
  - Fluent in English and German (B2 level minimum)

About the company and Compensation and Benefits:
- Company Name: constellr
- Location: Offices in Brussels, Belgium and Freiburg, Germany
- Company Culture: Operating in the new space and agri-tech sectors, addressing global food security
- Compensation and Benefits: Not mentioned in the provided information."
121422,The Luminos Fund an international non-profit bringing education opportunities to marginalized children is seeking an Associate Director of Programs to oversee a range of research and evaluation projects across our countries of operation. The Associate Director of Programs will be responsible for ensuring that these projects deliver outstanding results for our donors and that the lessons learned contribute to greater impact across our programming. The ideal candidate for this position will have project management experience strong research skills and exceptional writing abilities.  This is a full-time position that can be based in one of our offices (Addis Ababa Accra Boston Banjul London Monrovia) or it can be carried out remotely within GMT +3 to GMT -5 time zones. International travel to low-resource settings will be required on a regular basis. The Associate Director of Programs will report to a Director of Programs.  ABOUT THE LUMINOS FUND  The Luminos Fund (www.luminosfund.org) provides transformative education programs to thousands of out-of-school children helping them to catch up to grade level reintegrate into government schools and prepare for lifelong learning. Working in partnership with community-based organizations Luminos is scaling up its accelerated learning program to ensure all children have equal access to joyful foundational learning especially those shut out of education by crisis poverty or discrimination. To date Luminos has helped over 218 541 children secure a second chance to learn. A registered 501(c)(3) non-profit Luminos is working in Ethiopia Ghana Lebanon Liberia and The Gambia.  Luminos is supported by a range of funding partners including Cartier Philanthropy Dubai Cares Legatum and UBS Optimus Foundation. Luminos has been recognized for its achievements globally receiving the 2022 Klaus J. Jacobs Best Practice Prize the Library of Congress International Literacy Award the Lipman Family Prize the WISE Award and the HundrED Global Innovation Award for the last six years.  DUTIES AND RESPONSIBILITIES  The Associate Director of Programs will hold responsibility for a portfolio of research projects. This will encompass existing quantitative and qualitative research programs as well as new programs which the role holder will plan and seek funding for. Key responsibilities for all projects include:  Collaborating with Luminos country teams to plan and implement projects. Responding to emerging data and where necessary iterating project design to maximize impact. Collecting project data and synthesizing it into reports for donors senior management and the Board. Synthesizing key insights from emerging lessons and proposing innovations that can enhance the impact of programming across countries of operation,"Job Information:
The job title is Associate Director of Programs at The Luminos Fund, an international non-profit organization. The objective of the position is to oversee research and evaluation projects across the organization's countries of operation. The responsibilities include ensuring outstanding results for donors, contributing to greater impact through lessons learned, and managing project teams. The ideal candidate should have project management experience, strong research skills, and exceptional writing abilities. The position is full-time and can be based in various offices or carried out remotely within specific time zones. International travel to low-resource settings is required.

About the company and Compensation and Benefits:
The Luminos Fund is an international non-profit organization that provides transformative education programs to marginalized children. They work in partnership with community-based organizations and have helped over 218,541 children secure a second chance to learn. The organization is supported by various funding partners. The Luminos Fund has received recognition and awards for its achievements globally. Specific information about compensation and benefits is not provided in the job opening."
121427,We are looking for a motivated and technically skilled Senior Frontend Engineer to join our Development Team in Italy.   About BEE: BEE (beefree.io) - a business unit of Growens - provides best-in-class tools for designing emails and landing pages and popups online at beefree.io and embedded in hundreds of SaaS applications. BEE stands for Best Editor Ever and thats the original ambitious goal chosen for this project. Made with lots of passion between the United States and Italy BEE is becoming a standard for digital content creation starting with emails (“beautiful emails fast” is one of our taglines). The editor is used by hundreds of thousands of people every month and is embedded in over 600 SaaS applications.   Your Impact: As a Senior Frontend Engineer you will report to the Back-End Engineering Manager within BEEs Development Team. You will collaborate with other development teams in order to improve services useful for the proper functioning of the BEE ecosystem.   Your core responsibilities will include:   Work to maintain and develop all services connected to the BEE editor Participate in the analysis and development of adequate solutions according to product requirements and roadmap Focus on making the developed solutions modular reusable and scalable continuously interacting with the team who is developing the “core” modules of BEE Work closely with new web technologies using Javascript as main language Collaborate with other team members supporting them in QA activities support ticketing (II level) technical documentation and more.    What we are looking for:  Passion for new Technologies: you love what you do you go the extra mile eager to tackle challenges and solve problems really interested in the technological evolution of web applications Open Mindedness: you embrace change and you love to learn and keep up-to-date You value other peoples point of view Proactivity: you are proactive and independent in carrying out your activities and finding information Interpersonal skills: you can build quality relationships with everybody be diplomatic and capable of resolving disputes in a responsible manner Curiosity: attitude to continuous updating (Report in the CV some sites / blogs / update sources details!) English knowledge: you read write and speak in English    When you join our company you can expect:  Full-time work in a fast-growing exciting project with worldwide recognition as a market leader in our industry; A dynamic team geographically dispersed (Europe and North America) working with a scaleup mindset; Yearly team retreat often in Italy. In 2023 the BEE team retreat was in Lake Garda Italy; Access to online training resources and offline events (attendance to,"Job Information:
- Job Title: Senior Frontend Engineer
- Job Objective: To join the Development Team in Italy and collaborate with other development teams to improve services for the BEE ecosystem.
- Responsibilities/Key Duties: 
  - Maintain and develop services connected to the BEE editor.
  - Analyze and develop solutions according to product requirements and roadmap.
  - Focus on making developed solutions modular, reusable, and scalable.
  - Work with new web technologies using Javascript.
  - Collaborate with team members in QA activities, support ticketing, and technical documentation.

Qualifications/Requirements:
- Passion for new Technologies.
- Open Mindedness and willingness to learn.
- Proactive and independent in carrying out activities.
- Strong interpersonal skills.
- Curiosity and continuous updating.
- English proficiency.

About the company and Compensation and Benefits:
- Company Name: BEE (beefree.io), a business unit of Growens.
- Location: Italy.
- Company Culture: Passionate and ambitious goal of providing best-in-class tools for designing emails and landing pages.
- Compensation and Benefits: Full-time work, dynamic team, yearly team retreat, access to online training resources and offline events."
121428,Full Time Remote-First Hybrid £45k-£65k At Reach Industries we believe that scientists are solving some of the worlds most pressing challenges from combating climate change to developing vaccines and new treatments for diseases yet their tools are still poor. Our AI powered software platform Lumi automates operational data capture insights and processes in labs augmenting scientists so they can focus on the more creative aspects of their work. Lumi is versatile and is being applied across a wide range of life science industries including in biotech and pharma. Were hiring a rockstar with a passion for science and making it better. We are a startup where the early team have a strong background in various frontier technologies and a deep love for making science better. Weve already shipped a first version of the Lumi platform and weve received excellent feedback from early customers. We have very ambitious plans for Lumi ahead so now were looking for an Embedded Systems Engineer to join our core team ensuring the development and integration of effective embedded solutions enabling seamless interaction between our software platform and our edge hardware systems. Role brief: As an Embedded Systems Engineer your expertise will play an instrumental role in the development and integration of a Wi-Fi enabled Linux-based smart camera system. You will be involved in both driver-level development and application development ensuring seamless integration of camera and sensor technology with an embedded Linux system. This unique role merges hardware and software related tasks at the forefront of cutting-edge AI systems development to have a direct impact on the future of scientific advancement. Your Impact:  Design develop and optimise the Linux device drivers and firmware for our smart camera system. Develop and maintain robust efficient and scalable applications on the embedded Linux platform to integrate camera functionalities and sensor data. Collaborate with cross-functional teams to understand system requirements and implement reliable solutions. Conduct debugging and troubleshooting to improve system performance and resolve issues. Test the performance and reliability of the system ensuring it meets necessary standards and specifications. Where possible contribute to the specification and design of hardware systems. Stay updated with the latest technology trends in embedded systems and cameras.  Your experience:  Minimum four years of experience in Embedded Systems Engineering or a similar role. Proficiency in one of the following C/C++ Python Golang Java for embedded Linux systems. Experience with developing Linux device drivers and kernel modules. Experience in networking. Experience with embedded security. Experience working with camera sensors and systems. Familiarity with hardware design and specifications would be a plus. Strong analytical and problem-solving skills. Understanding of webRTC Understanding of messaging and streaming technologies  Perks:  £45k,"Job Information:
- Job Title: Embedded Systems Engineer
- Job Objective: To ensure the development and integration of effective embedded solutions enabling seamless interaction between the software platform and edge hardware systems.
- Responsibilities/Key Duties: Design, develop, and optimize Linux device drivers and firmware for the smart camera system. Develop and maintain applications on the embedded Linux platform to integrate camera functionalities and sensor data. Collaborate with cross-functional teams, conduct debugging and troubleshooting, test system performance and reliability, and contribute to hardware system design.
- Qualifications/Requirements: Minimum four years of experience in Embedded Systems Engineering or a similar role. Proficiency in C/C++, Python, Golang, or Java for embedded Linux systems. Experience with developing Linux device drivers, networking, embedded security, and camera sensors/systems. Familiarity with hardware design and specifications is a plus. Strong analytical and problem-solving skills. Understanding of webRTC and messaging/streaming technologies.

About the company and Compensation and Benefits:
- Company Name: Reach Industries
- Location: Remote-First Hybrid
- Culture/Values/Mission: Believes in improving scientists' tools to solve pressing challenges. Startup with a strong background in frontier technologies and a love for making science better.
- Compensation: £45k-£65k
- Additional Perks: Not mentioned."
121616,"Solicitamos Community Manager (Solo mamás) ESCOLARIDAD: Licenciatura/Pasante en Marketing, Publicidad ó Ciencias de la Comunicación; o afín. EXPERIENCIA: de 3 a 5 año o más en puestos similares. CONOCIMIENTOS: Manejo de redes sociales, análisis y medición de métricas, plataformas digitales (drive) y fotográficas. Excelente Ortografía HABILIDADES: Trabajo en equipo. ACTITUDES: Tolerancia, proactivo, dinámico, empático, con iniciativa, adaptable a los cambios FUNCIONES ESPECIFICAS: Generar contenido en la plataforma asignada Contestar creativa y de forma personalizada los comentarios, Generar reportes y presentarlos al equipo, Importante - Citas presenciales con Cliente 4 veces al mes. IMPORTANTE - Favor solo postularse si cubres el perfil Tipo de puesto: Tiempo completo Salario: $18,000.00 - $20,000.00 al mes Horario:  Lunes a viernes  Prestaciones:  Opción a contrato indefinido  Educación:  Licenciatura terminada (Deseable)  Experiencia:  Estrategia de redes sociales: 1&nbsp;año (Deseable)  Lugar de trabajo: Remote","Job Information:
- Job Title: Community Manager (Solo mamás)
- Job Objective: To generate content and manage social media platforms for the assigned platform. 
- Responsibilities/Key Duties: Generating content, responding to comments creatively and personally, generating and presenting reports to the team, attending in-person meetings with clients four times a month.
- Qualifications/Requirements: Bachelor's degree or equivalent in Marketing, Advertising, or Communication Sciences. 3-5 years of experience in similar positions. Knowledge of social media management, metrics analysis, digital platforms (drive), and photography. Excellent spelling and teamwork skills. 
- Preferred Skills/Experience: Experience in social media strategy.

About the company and Compensation and Benefits:
- Company Name: Not mentioned
- Location: Remote
- Culture/Values/Mission: Not mentioned
- Compensation: Salary range of $18,000.00 - $20,000.00 per month
- Benefits: Option for indefinite contract"
121617,"SOC Analyst T3 Requisitos: Escolaridad: Lic. / Ing. en carrera afín con Tecnologías de información Experiencia: al menos 3 años de experiencia en roles similar en el SOC Conocimientos: - Sistemas operativos (por ejemplo, Windows Server, CentOS Linux). - Redes y cortafuegos. - Conocimiento práctico de Elastic Stack (Elasticsearch, Kibana) y Log Management/SIEM (por ejemplo, Splunk, QRadar, ArcSight). - Programación y scripting (Python y Powershell preferentemente). - Antivirus empresariales, IDS, captura completa de paquetes y análisis de amenazas de host/red. - Procedimientos de supervisión de amenazas. - implementando herramientas de monitorización. MS Defender, MS Sentinel Tipo de puesto: Tiempo completo Salario: $40,000.00 - $50,000.00 al mes Horario:  Lunes a viernes  Prestaciones:  Seguro de gastos médicos Seguro de gastos médicos mayores Seguro de vida  Lugar de trabajo: Remote","Job Information:
- Job Title: SOC Analyst T3
- Job Objective: The position requires at least 3 years of experience in similar roles in the SOC. The main responsibilities include monitoring threats, implementing monitoring tools, and analyzing host/network threats.
- Responsibilities/Key Duties: Monitoring threats, implementing monitoring tools, analyzing host/network threats.
- Qualifications/Requirements: Bachelor's degree in a related field with a focus on Information Technology. Knowledge of operating systems (e.g., Windows Server, CentOS Linux), networks and firewalls, Elastic Stack (Elasticsearch, Kibana), Log Management/SIEM (e.g., Splunk, QRadar, ArcSight), programming and scripting (preferably Python and PowerShell), enterprise antivirus, IDS, packet capture, and threat analysis.

Preferred Skills/Experience: Experience with MS Defender and MS Sentinel.

About the Company and Compensation and Benefits:
- Company Name: Not mentioned
- Location: Remote
- Compensation: Salary range of $40,000.00 - $50,000.00 per month
- Benefits: Medical expense insurance, major medical expense insurance, life insurance."
121618," Mirai Advisory es una firma global dedicada a ofrecer soluciones tecnológicas y de datos a los equipos de riesgos financieros, regulación y ALM (asset &amp; liability management) de los principales bancos y fintechs globales. Nuestro modelo destaca por su especialización, capacidades integrales end-to-end, orientación a resolver problemas y mentalidad de crecimiento.    Buscamos un Manager Funcional proactivo y creativo que lidere los proyectos de la compañía con sus clientes en México, Estados Unidos y Brasil, y que colabore en el desarrollo de nuevas oportunidades en estos mercados.    Manager Funcional   ¿Cuáles son los requerimientos?    Licenciatura en Ingeniería, Estadística, Contabilidad, Finanzas o Actuaría. 7+ años de experiencia trabajando en consultoría con clientes financieros. 2+ años de experiencia trabajando en posición de supervisor o manager. Experiencia trabajando en proyectos de tecnología y operaciones en banca, específicamente en riesgos financieros, ALM (Asset and Liability Management) y/o regulación bancaria y financiera. Experiencia en liderazgo, gestión y desarrollo de equipos Experiencia en gestión de proyectos multidisciplinares y en afrontar nuevos retos en contextos inciertos.  Capacidad de establecer relaciones y colaboraciones a largo plazo. Nivel de Inglés avanzado C1+     Deseable    Maestría en disciplina cuantitativa o finanzas. Certificación FRM, CFA, o PMP. Experiencia trabajando en proyectos relacionados con tecnologías big data y cloud. Experiencia en proyectos relacionados con Foreign Exchange. Relaciones y potenciales clientes en el sector financiero.     ¿Cuáles serán sus responsabilidades?    Liderar proyectos de transformación tecnológica y de datos en bancos y fintechs líderes en México, Estados Unidos y Brasil. Asegurar la calidad de los proyectos, la rentabilidad de los mismos y el desarrollo de negocio en los clientes servidos, aprovechando todos los recursos disponibles en la compañía.  Contribuir al crecimiento del equipo de Mirai en la región y al crecimiento profesional del equipo actual, en estrecha colaboración con el departamento de Personas de la compañía","Job Information:
- Job Title: Manager Funcional
- Job Objective: To lead projects of technological and data transformation in banks and fintechs in Mexico, the United States, and Brazil. Ensure project quality, profitability, and business development in the served clients, utilizing all available company resources.
- Responsibilities/Key Duties: Leading transformation projects, ensuring project quality and profitability, contributing to the growth of the Mirai team in the region, and professional growth of the current team.
- Qualifications/Requirements: Bachelor's degree in Engineering, Statistics, Accounting, Finance, or Actuarial Science. 7+ years of experience in consulting with financial clients. 2+ years of experience in a supervisory or managerial position. Experience in technology and operations projects in banking, specifically in financial risks, ALM, and/or banking and financial regulation. Leadership and team management experience. Experience in multidisciplinary project management and facing new challenges in uncertain contexts. Advanced level of English (C1+). Desired qualifications include a master's degree in a quantitative or finance discipline, certifications such as FRM, CFA, or PMP, experience in big data and cloud technologies, projects related to Foreign Exchange, and relationships with potential clients in the financial sector.

About the company and Compensation and Benefits:
- Company: Mirai Advisory, a global firm offering technological and data solutions to financial risk, regulation, and ALM teams of major banks and fintechs.
- Location: Not specified.
- Culture, Values, or Mission: Specialization, comprehensive end-to-end capabilities, problem-solving orientation, and growth mindset.
- Compensation and Benefits: Not mentioned."
121619," DESCRIPTION  Are you an experienced Product Manager with a passion for driving innovation and delivering exceptional results? If youre seeking a challenging opportunity to lead and shape digital products, we have the perfect role for you! We are currently looking for a Senior Product Manager to join our dynamic team at EPAM.   As a liaison between our team and our clients business, IT, and product management organizations, you will play a pivotal role in fostering productive relationships and delivering outstanding solutions. Join us and be a part of an innovative and collaborative environment where your skills and expertise will make a significant impact. Candidates who are fluent in English are encouraged to apply. Lets create a brighter digital future together!   EPAM is a leading global provider of digital platform engineering and development services. We are committed to having a positive impact on our customers, our employees, and our communities. We embrace a dynamic and inclusive culture. Here you will collaborate with multi-national teams, contribute to a myriad of innovative projects that deliver the most creative and cutting-edge solutions, and have an opportunity to continuously learn and grow. No matter where you are located, you will join a dedicated, creative, and diverse community that will help you discover your fullest potential.   RESPONSIBILITIES   Be the liaison between EPAM team and the client’s business, IT and product management organizations, fostering a productive and collaborative relationship  Establish effective collaboration between different roles and practices inside EPAM, including account management, delivery management, design, and business consulting organizations  Identify, track, and realize business value opportunities for clients. Align the product vision with the companys strategy and business objectives, working closely with client leadership teams  Develop, manage, and maintain a long-term product roadmap that outlines future releases, initiatives, and capabilities  Translate business capabilities into target product features  Recommend and document requirements for product capabilities, supported by market research and regular interaction with clients and customers  Manage product milestones and effectively communicate them to all relevant stakeholders  Facilitate and guide discussions between various product stakeholders, promoting understanding of product capabilities, responsibilities, expected outcomes, values, and priorities  Drive team alignment and buy-in for the overarching Product vision. Conduct product demos and workshops to showcase features and capabilities to stakeholders and users  Assess competitive products and trends to inform product decisions and positioning  Establish metrics to measure the effectiveness and success of product releases  Coach and mentor junior product managers, setting a positive example for team collaboration, problem-solving, and product-centric thinking   REQUIREMENTS   8+ years of experience as a Product Manager in the software industry, with demonstrated experience","Job Information:
- Job Title: Senior Product Manager
- Job Objective: Lead and shape digital products, foster productive relationships, and deliver outstanding solutions
- Responsibilities/Key Duties: 
  - Act as a liaison between EPAM team and client's business, IT, and product management organizations
  - Establish collaboration between different roles and practices within EPAM
  - Identify and realize business value opportunities for clients
  - Develop and maintain a long-term product roadmap
  - Translate business capabilities into product features
  - Recommend requirements for product capabilities based on market research and client interaction
  - Manage product milestones and communicate them to stakeholders
  - Facilitate discussions between product stakeholders
  - Drive team alignment and buy-in for the product vision
  - Assess competitive products and trends
  - Establish metrics to measure product effectiveness
  - Coach and mentor junior product managers
- Qualifications/Requirements: 8+ years of experience as a Product Manager in the software industry

About the company and Compensation and Benefits:
- Company: EPAM (leading global provider of digital platform engineering and development services)
- Location: Not specified
- Culture and Values: Embrace a dynamic and inclusive culture, collaborate with multi-national teams, contribute to innovative projects, continuous learning and growth
- Compensation and Benefits: Not specified"
121620,"** If you are not a DENTAL ASSISTANT, please do not apply for this position** Do you desire to work remotely for United States, Canadien, and UK-based companies? We are looking for English Speaking Mexico-based Dental Assistant to work in various roles across North America and Europe. Tele-Help is Mexico &amp; Las Vegas-based business process organization (BPO); we focus on providing skilled staff to our partners in the United States and Europe. The Founder recognized an unmet need for remote Spanish-speaking employees in the U.S and the underutilized parallelism between Mexico and the U.S. Leveraging the understanding of the U.S, standard time zones, and similarity in work ethic, Tele-Help delivers the people and skills U.S companies require. The Role: Virtual Dental Assistant Responsibilities:  Sign in to our practice software via log-in and send bulk text messages for hygiene appointments. Call the recall list of patients of our EXISTING PATIENTS to schedule them in for scheduling. Call a list of NEW PATIENTS leads for hygiene appointments. Answering after-hours calls and on weekends.  Required Skills:  Speaking and writing in English Dental Assistant or related dentist filed. Dental experience preferred Microsoft experience  English speaking and writing tests will be sent after the application. Requirements: Advanced English. Computer with webcam, mic, and strong wifi Job Type: Full-time Pay: $15,000.00 per month Experience:  Dental Assistant: 1 year (Required)  Language:  Advance English (Required)  License/Certification:  English Resume (Required)  Work Location: Remote","Job Information:
- Job Title: Dental Assistant
- Job Objective: To work remotely as an English-speaking Dental Assistant for United States, Canadian, and UK-based companies.
- Responsibilities/Key Duties: Signing in to practice software, sending bulk text messages for hygiene appointments, scheduling existing patients, calling new patient leads, answering after-hours calls and on weekends.
- Qualifications/Requirements: Speaking and writing in English, dental assistant or related dentist field, dental experience preferred, Microsoft experience.
- Preferred Skills/Experience: Advanced English language proficiency, computer with webcam, mic, and strong wifi.

About the company and Compensation and Benefits:
- Company Name: Tele-Help
- Location: Mexico and Las Vegas
- Culture/Values/Mission: Tele-Help is a Mexico and Las Vegas-based BPO that focuses on providing skilled staff to partners in the United States and Europe. The founder recognized the need for remote Spanish-speaking employees in the U.S and leverages the parallelism between Mexico and the U.S in terms of time zones and work ethic.
- Compensation: $15,000.00 per month
- Additional Perks: Remote work opportunity."
